IDs	size (bp)	RNA-seq	Genome
PgCP_00011634	941	941	0
PgCP_00011635	1853	1853	0
PgCP_00011636	2361	2361	0
PgCP_00011637	2288	2288	0
PgCP_00011642	1341	1341	0
PgCP_00011643	1975	1975	0
PgCP_00011644	3139	3139	0
PgCP_00011645	3142	3142	0
PgCP_00011646	2193	2193	0
PgCP_00011647	2302	2302	0
PgCP_00011648	3248	3248	0
PgCP_00011649	2196	2196	0
PgCP_00011651	1619	1619	0
PgCP_00011652	1890	1890	0
PgCP_00011657	2555	2555	0
PgCP_00011658	554	554	0
PgCP_00011653	1513	1513	0
PgCP_00011654	5950	5950	0
PgCP_00011655	3099	3099	0
PgCP_00011659	1608	1608	0
PgCP_00011660	2801	2801	0
PgCP_00011661	3075	3075	0
PgCP_00011662	3344	3344	0
PgCP_00011665	901	901	0
PgCP_00011666	2406	2406	0
PgCP_00011667	2831	2831	0
PgCP_00011668	2649	2649	0
PgCP_00011669	2279	2279	0
PgCP_00011670	2825	2825	0
PgCP_00011671	2882	2882	0
PgCP_00011672	3103	3103	0
PgCP_00011673	2555	2555	0
PgCP_00011674	2770	2770	0
PgCP_00011675	2804	2804	0
PgCP_00011676	1734	1734	0
PgCP_00011680	2785	2785	0
PgCP_00011681	3563	3563	0
PgCP_00011682	3672	3672	0
PgCP_00011683	851	851	0
PgCP_00011679	1367	1367	0
PgCP_00011687	2433	2433	0
PgCP_00011688	3133	3133	0
PgCP_00011689	3061	3061	0
PgCP_00011690	2768	2768	0
PgCP_00011691	2771	2771	0
PgCP_00011692	1327	1327	0
PgCP_00011694	3578	3578	0
PgCP_00011695	3549	3549	0
PgCP_00011696	3555	3555	0
PgCP_00011697	3558	3558	0
PgCP_00011698	1693	1693	0
PgCP_00011700	1653	1653	0
PgCP_00011701	1723	1723	0
PgCP_00011702	4617	4617	0
PgCP_00011703	1722	1722	0
PgCP_00011704	1185	1185	0
PgCP_00011705	3790	3790	0
PgCP_00011706	5511	5511	0
PgCP_00011707	2722	2722	0
PgCP_00011708	5600	5600	0
PgCP_00011709	2843	2843	0
PgCP_00011710	1065	1065	0
PgCP_00011711	3631	3631	0
PgCP_00011712	1544	1544	0
PgCP_00011717	2178	2178	0
PgCP_00011718	2182	2182	0
PgCP_00011719	2093	2093	0
PgCP_00011720	3522	3522	0
PgCP_00011721	3518	3518	0
PgCP_00011722	3008	3008	0
PgCP_00011723	2999	2999	0
PgCP_00011724	2175	2175	0
PgCP_00011715	825	825	0
PgCP_00011716	3078	3078	0
PgCP_00011725	1367	1367	0
PgCP_00011726	1372	1372	0
PgCP_00011734	710	710	0
PgCP_00011733	694	694	0
PgCP_00011735	1911	1911	0
PgCP_00011736	2023	2023	0
PgCP_00011737	1690	1690	0
PgCP_00011738	3046	3046	0
PgCP_00011739	3002	3002	0
PgCP_00011740	1417	1417	0
PgCP_00011752	469	469	0
PgCP_00011753	1258	1258	0
PgCP_00011741	1018	1018	0
PgCP_00011742	1781	1781	0
PgCP_00011743	1573	1573	0
PgCP_00011744	1524	1524	0
PgCP_00011745	933	933	0
PgCP_00011746	867	867	0
PgCP_00011747	1508	1508	0
PgCP_00011748	1410	1410	0
PgCP_00011749	1776	1776	0
PgCP_00011750	965	965	0
PgCP_00011759	647	647	0
PgCP_00011760	1505	1505	0
PgCP_00011755	1515	1515	0
PgCP_00011762	1765	1765	0
PgCP_00011766	3557	3557	0
PgCP_00011767	3396	3396	0
PgCP_00011768	2922	2922	0
PgCP_00011769	1110	1110	0
PgCP_00011770	1118	1118	0
PgCP_00011771	1721	1721	0
PgCP_00011772	1466	1466	0
PgCP_00011773	1463	1463	0
PgCP_00011774	1464	1464	0
PgCP_00011775	1242	1242	0
PgCP_00011776	1880	1880	0
PgCP_00011764	2218	2218	0
PgCP_00011765	872	872	0
PgCP_00011777	1546	1546	0
PgCP_00011780	3272	3272	0
PgCP_00011781	2587	2587	0
PgCP_00011782	2494	2494	0
PgCP_00011783	2264	2264	0
PgCP_00011784	2175	2175	0
PgCP_00011785	1888	1888	0
PgCP_00011786	933	933	0
PgCP_00011787	2686	2686	0
PgCP_00011788	2683	2683	0
PgCP_00011789	3658	3658	0
PgCP_00011790	4841	4841	0
PgCP_00011791	3814	3814	0
PgCP_00011802	2089	2089	0
PgCP_00011807	967	967	0
PgCP_00011803	721	721	0
PgCP_00011808	1279	1279	0
PgCP_00011804	1168	1168	0
PgCP_00011805	1198	1198	0
PgCP_00011806	3464	3464	0
PgCP_00011809	1205	1205	0
PgCP_00011816	1674	1674	0
PgCP_00011817	820	820	0
PgCP_00011818	814	814	0
PgCP_00011819	812	812	0
PgCP_00011825	592	592	0
PgCP_00011826	3387	3387	0
PgCP_00011827	4377	4377	0
PgCP_00011828	907	907	0
PgCP_00011829	962	962	0
PgCP_00011830	809	809	0
PgCP_00011831	1468	1468	0
PgCP_00011832	1059	1059	0
PgCP_00011833	624	624	0
PgCP_00011834	1351	1351	0
PgCP_00011835	1341	1341	0
PgCP_00011836	2526	2526	0
PgCP_00011837	2503	2503	0
PgCP_00011838	1983	1983	0
PgCP_00011839	1994	1994	0
PgCP_00011840	1983	1983	0
PgCP_00011841	1991	1991	0
PgCP_00011842	2961	2961	0
PgCP_00011844	971	971	0
PgCP_00011845	1402	1402	0
PgCP_00011846	1386	1386	0
PgCP_00011847	1264	1264	0
PgCP_00011843	3529	3529	0
PgCP_00011848	656	656	0
PgCP_00011849	508	508	0
PgCP_00011850	495	494	0
PgCP_00011851	523	523	0
PgCP_00011852	1667	1667	0
PgCP_00011853	1669	1669	0
PgCP_00011854	1931	1931	0
PgCP_00011855	3406	3406	0
PgCP_00011856	1645	1645	0
PgCP_00011857	1894	1894	0
PgCP_00011865	598	598	0
PgCP_00011858	3134	3134	0
PgCP_00011860	3684	3684	0
PgCP_00011861	4263	4263	0
PgCP_00011862	5149	5149	0
PgCP_00011863	4570	4570	0
PgCP_00011864	2166	2166	0
PgCP_00011867	2745	2745	0
PgCP_00011868	1460	1460	0
PgCP_00011870	2241	2241	0
PgCP_00011871	2129	2129	0
PgCP_00011872	3319	3319	0
PgCP_00011882	731	731	0
PgCP_00011877	2255	2255	0
PgCP_00011878	2082	2082	0
PgCP_00011879	1505	1505	0
PgCP_00011875	2490	2490	0
PgCP_00011885	751	751	0
PgCP_00011886	2760	2760	0
PgCP_00011890	1402	1402	0
PgCP_00011888	1476	1476	0
PgCP_00011889	1515	1515	0
PgCP_00011891	2615	2615	0
PgCP_00011892	2215	2215	0
PgCP_00011897	2399	2399	0
PgCP_00011898	871	871	0
PgCP_00011904	3119	3119	0
PgCP_00011905	3128	3128	0
PgCP_00011906	3119	3119	0
PgCP_00011907	3128	3128	0
PgCP_00011910	2705	2705	0
PgCP_00011911	2704	2704	0
PgCP_00011912	2428	2428	0
PgCP_00011913	1136	1136	0
PgCP_00011914	1227	1227	0
PgCP_00011916	1915	1915	0
PgCP_00011917	4980	4980	0
PgCP_00011918	5018	5018	0
PgCP_00011919	5101	5101	0
PgCP_00011920	5028	5028	0
PgCP_00011922	708	708	0
PgCP_00011923	2620	2620	0
PgCP_00011925	487	487	0
PgCP_00011926	1790	1790	0
PgCP_00011941	2284	2284	0
PgCP_00011942	3729	3729	0
PgCP_00011936	7825	7825	0
PgCP_00011937	8158	8158	0
PgCP_00011938	8233	8233	0
PgCP_00011939	7997	7997	0
PgCP_00011927	1283	1283	0
PgCP_00011940	1121	1121	0
PgCP_00011928	1162	1162	0
PgCP_00011943	1469	1469	0
PgCP_00011944	1132	1132	0
PgCP_00011945	1727	1727	0
PgCP_00011946	1701	1701	0
PgCP_00011947	2730	2730	0
PgCP_00011948	2135	2135	0
PgCP_00011949	1349	1349	0
PgCP_00011950	1012	1012	0
PgCP_00011951	2367	2367	0
PgCP_00011952	2038	2038	0
PgCP_00011953	1135	1135	0
PgCP_00011954	2857	2857	0
PgCP_00011955	1945	1945	0
PgCP_00011956	1898	1898	0
PgCP_00011957	919	919	0
PgCP_00011958	950	950	0
PgCP_00011959	1000	1000	0
PgCP_00011960	982	982	0
PgCP_00011961	2008	2008	0
PgCP_00011962	1922	1922	0
PgCP_00011966	1134	1134	0
PgCP_00011967	2506	2506	0
PgCP_00011963	2167	2167	0
PgCP_00011964	1334	1334	0
PgCP_00011975	2069	2069	0
PgCP_00011970	2027	2027	0
PgCP_00011971	2242	2242	0
PgCP_00011972	2399	2399	0
PgCP_00011973	2590	2590	0
PgCP_00011974	2041	2041	0
PgCP_00011977	1330	1330	0
PgCP_00011978	1541	1541	0
PgCP_00011979	1285	1285	0
PgCP_00011980	1048	1048	0
PgCP_00011983	1849	1849	0
PgCP_00011984	1365	1365	0
PgCP_00011981	2061	2061	0
PgCP_00011986	1677	1677	0
PgCP_00011987	1599	1599	0
PgCP_00011988	1619	1619	0
PgCP_00011989	2356	2356	0
PgCP_00011990	2896	2896	0
PgCP_00011991	2647	2647	0
PgCP_00011992	1910	1910	0
PgCP_00011993	2274	2274	0
PgCP_00011994	2868	2868	0
PgCP_00011996	2093	2093	0
PgCP_00011997	2377	2377	0
PgCP_00011998	2393	2393	0
PgCP_00011999	698	698	0
PgCP_00012000	884	884	0
PgCP_00012001	531	531	0
PgCP_00012002	1411	1411	0
PgCP_00012003	1660	1660	0
PgCP_00012004	805	805	0
PgCP_00011995	538	538	0
PgCP_00012005	1946	1946	0
PgCP_00012006	2664	2664	0
PgCP_00012007	2085	2085	0
PgCP_00012008	2058	2058	0
PgCP_00012009	1803	1803	0
PgCP_00012011	2630	2630	0
PgCP_00012012	3182	3182	0
PgCP_00012013	3241	3241	0
PgCP_00012014	3214	3214	0
PgCP_00012015	3419	3419	0
PgCP_00012016	3426	3426	0
PgCP_00012017	3181	3181	0
PgCP_00012018	3199	3199	0
PgCP_00012019	2760	2760	0
PgCP_00012022	1147	1147	0
PgCP_00012023	1735	1735	0
PgCP_00012024	1012	1012	0
PgCP_00012027	2040	2040	0
PgCP_00012028	1626	1626	0
PgCP_00012029	3156	3156	0
PgCP_00012030	1557	1557	0
PgCP_00012031	2841	2841	0
PgCP_00012032	2833	2833	0
PgCP_00012033	1607	1607	0
PgCP_00012034	1648	1648	0
PgCP_00012035	2329	2329	0
PgCP_00012036	2329	2329	0
PgCP_00012037	2290	2290	0
PgCP_00012050	1654	1654	0
PgCP_00012038	2048	2048	0
PgCP_00012039	904	904	0
PgCP_00012040	1191	1191	0
PgCP_00012041	1532	1532	0
PgCP_00012042	1088	1088	0
PgCP_00012043	1248	1248	0
PgCP_00012044	1257	1257	0
PgCP_00012045	1287	1287	0
PgCP_00012046	2754	2754	0
PgCP_00012047	2369	2369	0
PgCP_00012048	1505	1505	0
PgCP_00012049	2797	2797	0
PgCP_00012051	2600	2600	0
PgCP_00012052	1590	1590	0
PgCP_00012053	3603	3603	0
PgCP_00012054	1723	1723	0
PgCP_00012060	843	843	0
PgCP_00012061	1813	1813	0
PgCP_00012062	1799	1799	0
PgCP_00012056	1483	1483	0
PgCP_00012057	1465	1465	0
PgCP_00012058	2151	2151	0
PgCP_00012059	1677	1677	0
PgCP_00012063	2351	2351	0
PgCP_00012068	1113	1113	0
PgCP_00012071	556	556	0
PgCP_00012072	1062	1061	0
PgCP_00012069	1908	1908	0
PgCP_00012075	2079	2079	0
PgCP_00012076	2064	2064	0
PgCP_00012077	2079	2079	0
PgCP_00012078	2079	2079	0
PgCP_00012079	2038	2038	0
PgCP_00012080	2124	2124	0
PgCP_00012081	1574	1574	0
PgCP_00012082	2186	2186	0
PgCP_00012083	2166	2166	0
PgCP_00012084	3664	3664	0
PgCP_00012089	4425	4425	0
PgCP_00012098	2334	2334	0
PgCP_00012090	1525	1525	0
PgCP_00012099	1297	1297	0
PgCP_00012085	564	564	0
PgCP_00012087	1266	1266	0
PgCP_00012088	2449	2449	0
PgCP_00012101	1821	1821	0
PgCP_00012102	1821	1821	0
PgCP_00012103	1813	1813	0
PgCP_00012104	1871	1871	0
PgCP_00012105	1857	1857	0
PgCP_00012106	1821	1821	0
PgCP_00012107	1821	1821	0
PgCP_00012108	1168	1168	0
PgCP_00012109	662	662	0
PgCP_00012110	721	721	0
PgCP_00012111	3948	3948	0
PgCP_00012114	4609	4608	0
PgCP_00012115	4932	4931	0
PgCP_00012116	5015	5014	0
PgCP_00012117	2812	2812	0
PgCP_00012112	2870	2870	0
PgCP_00012118	1128	1128	0
PgCP_00012113	1241	1241	0
PgCP_00012126	1442	1442	0
PgCP_00012119	731	731	0
PgCP_00012120	731	731	0
PgCP_00012121	1142	1142	0
PgCP_00012122	1148	1148	0
PgCP_00012147	652	652	0
PgCP_00012150	751	751	0
PgCP_00012129	1209	1209	0
PgCP_00012148	3346	3346	0
PgCP_00012130	2108	2108	0
PgCP_00012149	1909	1909	0
PgCP_00012131	1397	1397	0
PgCP_00012132	1993	1993	0
PgCP_00012133	3100	3099	0
PgCP_00012134	1990	1990	0
PgCP_00012135	1394	1394	0
PgCP_00012136	2656	2655	0
PgCP_00012137	2502	2501	0
PgCP_00012138	1508	1508	0
PgCP_00012139	1967	1967	0
PgCP_00012140	1959	1959	0
PgCP_00012141	1192	1192	0
PgCP_00012142	1939	1939	0
PgCP_00012143	1018	1018	0
PgCP_00012144	1098	1098	0
PgCP_00012145	603	603	0
PgCP_00012153	692	692	0
PgCP_00012154	1029	1029	0
PgCP_00012155	2625	2625	0
PgCP_00012156	2971	2971	0
PgCP_00012157	2954	2954	0
PgCP_00012158	1391	1391	0
PgCP_00012159	641	641	0
PgCP_00012160	632	632	0
PgCP_00012161	617	617	0
PgCP_00012162	614	614	0
PgCP_00012165	1416	1416	0
PgCP_00012163	1910	1910	0
PgCP_00012164	1571	1571	0
PgCP_00012166	1153	1153	0
PgCP_00012167	812	812	0
PgCP_00012168	886	886	0
PgCP_00012169	1142	1142	0
PgCP_00012171	898	898	0
PgCP_00012177	2121	2121	0
PgCP_00012178	1982	1982	0
PgCP_00012179	1493	1493	0
PgCP_00012180	1897	1897	0
PgCP_00012181	2214	2214	0
PgCP_00012182	2164	2164	0
PgCP_00012183	2075	2075	0
PgCP_00012184	1808	1808	0
PgCP_00012188	1245	1245	0
PgCP_00012189	1942	1942	0
PgCP_00012190	1262	1262	0
PgCP_00012185	1028	1028	0
PgCP_00012186	1738	1738	0
PgCP_00012192	2259	2259	0
PgCP_00012193	2199	2199	0
PgCP_00012194	2267	2267	0
PgCP_00012195	1818	1818	0
PgCP_00012196	1861	1861	0
PgCP_00012197	1808	1808	0
PgCP_00012198	1869	1869	0
PgCP_00012200	1585	1585	0
PgCP_00012211	2057	2057	0
PgCP_00012208	925	925	0
PgCP_00012209	1700	1700	0
PgCP_00012210	1137	1137	0
PgCP_00012212	962	962	0
PgCP_00012213	465	465	0
PgCP_00012214	852	852	0
PgCP_00012215	709	709	0
PgCP_00012216	702	702	0
PgCP_00012218	1169	1169	0
PgCP_00012219	1931	1931	0
PgCP_00012220	1776	1776	0
PgCP_00012221	2174	2174	0
PgCP_00012222	2049	2049	0
PgCP_00012234	720	720	0
PgCP_00012229	1078	1078	0
PgCP_00012235	2069	2069	0
PgCP_00012238	590	590	0
PgCP_00012241	548	548	0
PgCP_00012243	1419	1419	0
PgCP_00012244	1173	1173	0
PgCP_00012245	1098	1098	0
PgCP_00012252	785	785	0
PgCP_00012247	2786	2786	0
PgCP_00012248	3190	3190	0
PgCP_00012249	2783	2783	0
PgCP_00012250	2966	2966	0
PgCP_00012251	2974	2974	0
PgCP_00012253	2775	2775	0
PgCP_00012254	2718	2718	0
PgCP_00012255	3229	3229	0
PgCP_00012256	3305	3305	0
PgCP_00012257	3816	3816	0
PgCP_00012258	4327	4327	0
PgCP_00012259	3421	3421	0
PgCP_00012260	3328	3328	0
PgCP_00012261	3536	3536	0
PgCP_00012262	3555	3555	0
PgCP_00012263	3014	3014	0
PgCP_00012264	4043	4043	0
PgCP_00012265	2489	2489	0
PgCP_00012266	2827	2827	0
PgCP_00012267	3859	3859	0
PgCP_00012268	3773	3773	0
PgCP_00012269	3117	3117	0
PgCP_00012275	5249	5249	0
PgCP_00012276	1552	1552	0
PgCP_00012277	984	984	0
PgCP_00012278	2588	2588	0
PgCP_00012281	2557	2557	0
PgCP_00012272	1627	1627	0
PgCP_00012273	1286	1286	0
PgCP_00012274	1311	1311	0
PgCP_00012282	926	926	0
PgCP_00012283	1008	1008	0
PgCP_00012284	1607	1607	0
PgCP_00012285	1280	1280	0
PgCP_00012286	1458	1458	0
PgCP_00012287	1881	1881	0
PgCP_00012288	917	917	0
PgCP_00012289	2658	2658	0
PgCP_00012290	8207	8206	0
PgCP_00012291	7736	7736	0
PgCP_00012292	7686	7686	0
PgCP_00012293	8097	8097	0
PgCP_00012294	7733	7733	0
PgCP_00012295	2802	2802	0
PgCP_00012296	2389	2389	0
PgCP_00012297	2128	2128	0
PgCP_00012299	2194	2194	0
PgCP_00012300	1976	1976	0
PgCP_00012301	1599	1599	0
PgCP_00012302	1735	1735	0
PgCP_00012313	1480	1480	0
PgCP_00012314	1533	1533	0
PgCP_00012315	2876	2876	0
PgCP_00012316	4886	4886	0
PgCP_00012317	5005	5005	0
PgCP_00012318	4593	4593	0
PgCP_00012319	2989	2989	0
PgCP_00012320	6617	6617	0
PgCP_00012321	7803	7803	0
PgCP_00012322	9236	9236	0
PgCP_00012323	9962	9962	0
PgCP_00012324	7848	7848	0
PgCP_00012325	7170	7170	0
PgCP_00012326	7880	7880	0
PgCP_00012327	1585	1585	0
PgCP_00012328	1791	1791	0
PgCP_00012329	2905	2905	0
PgCP_00012330	1569	1569	0
PgCP_00012331	1537	1537	0
PgCP_00012332	1039	1039	0
PgCP_00012333	1504	1504	0
PgCP_00012334	1733	1733	0
PgCP_00012335	1051	1051	0
PgCP_00012340	1973	1973	0
PgCP_00012341	1525	1525	0
PgCP_00012342	1324	1324	0
PgCP_00012343	1271	1271	0
PgCP_00012344	1533	1533	0
PgCP_00012336	1766	1766	0
PgCP_00012337	1760	1760	0
PgCP_00012345	2882	2882	0
PgCP_00012346	2893	2893	0
PgCP_00012347	2909	2909	0
PgCP_00012348	2927	2927	0
PgCP_00012349	2920	2920	0
PgCP_00012350	2923	2923	0
PgCP_00012351	2943	2943	0
PgCP_00012352	2946	2946	0
PgCP_00012354	629	629	0
PgCP_00012355	396	396	0
PgCP_00012359	765	765	0
PgCP_00012360	1044	1044	0
PgCP_00012361	1109	1109	0
PgCP_00012358	3381	3381	0
PgCP_00012362	1293	1293	0
PgCP_00012363	1013	1013	0
PgCP_00012364	1488	1488	0
PgCP_00012365	1869	1869	0
PgCP_00012370	1227	1227	0
PgCP_00012371	1076	1076	0
PgCP_00012372	1237	1237	0
PgCP_00012373	1520	1520	0
PgCP_00012374	1416	1416	0
PgCP_00012377	1097	1097	0
PgCP_00012378	1643	1643	0
PgCP_00012382	1299	1299	0
PgCP_00012400	898	898	0
PgCP_00012384	1006	1006	0
PgCP_00012385	1069	1069	0
PgCP_00012386	5063	5063	0
PgCP_00012387	6657	6657	0
PgCP_00012388	3784	3784	0
PgCP_00012389	2982	2982	0
PgCP_00012390	4743	4743	0
PgCP_00012391	5807	5807	0
PgCP_00012392	5455	5455	0
PgCP_00012393	5957	5957	0
PgCP_00012394	7704	7704	0
PgCP_00012395	5514	5514	0
PgCP_00012396	3960	3960	0
PgCP_00012397	2356	2356	0
PgCP_00012398	2306	2306	0
PgCP_00012399	1317	1317	0
PgCP_00012401	1764	1764	0
PgCP_00012402	1898	1898	0
PgCP_00012403	1765	1765	0
PgCP_00012406	3157	3157	0
PgCP_00012407	3180	3180	0
PgCP_00012408	2054	2054	0
PgCP_00012409	1364	1364	0
PgCP_00012410	1439	1439	0
PgCP_00012411	2306	2306	0
PgCP_00012412	2309	2309	0
PgCP_00012413	2302	2302	0
PgCP_00012414	2077	2077	0
PgCP_00012415	2317	2317	0
PgCP_00012416	1969	1969	0
PgCP_00012405	1386	1386	0
PgCP_00012417	775	775	0
PgCP_00012418	1034	1034	0
PgCP_00012421	1737	1737	0
PgCP_00012422	1782	1782	0
PgCP_00012425	5207	5207	0
PgCP_00012426	1569	1569	0
PgCP_00012427	1701	1701	0
PgCP_00012428	2421	2421	0
PgCP_00012429	1324	1324	0
PgCP_00012430	1326	1326	0
PgCP_00012431	5452	5452	0
PgCP_00012433	3454	3454	0
PgCP_00012434	3324	3324	0
PgCP_00012435	3240	3240	0
PgCP_00012436	3788	3788	0
PgCP_00012437	3310	3310	0
PgCP_00012438	3958	3958	0
PgCP_00012442	2637	2636	0
PgCP_00012443	2637	2636	0
PgCP_00012444	1533	1533	0
PgCP_00012445	1166	1166	0
PgCP_00012439	3073	3072	0
PgCP_00012440	4328	4328	0
PgCP_00012441	4505	4505	0
PgCP_00012446	1684	1684	0
PgCP_00012447	1893	1893	0
PgCP_00012448	1969	1969	0
PgCP_00012449	1514	1514	0
PgCP_00012450	2882	2882	0
PgCP_00012451	3390	3390	0
PgCP_00012452	2506	2506	0
PgCP_00012453	2279	2279	0
PgCP_00012454	3789	3789	0
PgCP_00012455	2653	2653	0
PgCP_00012456	2483	2483	0
PgCP_00012457	2057	2057	0
PgCP_00012458	2117	2117	0
PgCP_00012459	2120	2120	0
PgCP_00012460	1463	1463	0
PgCP_00012461	1860	1860	0
PgCP_00012462	1754	1754	0
PgCP_00012463	2522	2522	0
PgCP_00012464	1806	1806	0
PgCP_00012465	1438	1438	0
PgCP_00012466	2151	2151	0
PgCP_00012467	1643	1643	0
PgCP_00012468	1754	1754	0
PgCP_00012469	2735	2735	0
PgCP_00012470	2176	2176	0
PgCP_00012471	1382	1382	0
PgCP_00012472	1527	1527	0
PgCP_00012473	2134	2134	0
PgCP_00012474	2531	2531	0
PgCP_00012475	2050	2050	0
PgCP_00012476	1277	1277	0
PgCP_00012477	1259	1259	0
PgCP_00012478	561	561	0
PgCP_00012479	419	418	0
PgCP_00012480	869	869	0
PgCP_00012481	3233	3233	0
PgCP_00012482	2915	2915	0
PgCP_00012487	2782	2782	0
PgCP_00012484	1964	1964	0
PgCP_00012485	2085	2085	0
PgCP_00012486	2165	2165	0
PgCP_00012488	2992	2992	0
PgCP_00012489	2930	2930	0
PgCP_00012490	2991	2991	0
PgCP_00012491	2991	2991	0
PgCP_00012492	2945	2945	0
PgCP_00012493	3006	3006	0
PgCP_00012494	2864	2864	0
PgCP_00012495	2925	2925	0
PgCP_00012501	1879	1879	0
PgCP_00012499	1772	1772	0
PgCP_00012500	1756	1756	0
PgCP_00012502	1394	1394	0
PgCP_00012496	1688	1688	0
PgCP_00012497	1542	1542	0
PgCP_00012498	1531	1531	0
PgCP_00012503	595	595	0
PgCP_00012504	2618	2618	0
PgCP_00012505	967	967	0
PgCP_00012506	420	420	0
PgCP_00012509	597	597	0
PgCP_00012510	1811	1811	0
PgCP_00012511	1817	1817	0
PgCP_00012515	5371	5371	0
PgCP_00012516	2174	2174	0
PgCP_00012513	660	660	0
PgCP_00012517	3459	3459	0
PgCP_00012518	1178	1178	0
PgCP_00012519	4008	4008	0
PgCP_00012522	3816	3816	0
PgCP_00012523	3360	3360	0
PgCP_00012524	857	855	0
PgCP_00012525	1685	1685	0
PgCP_00012526	1292	1292	0
PgCP_00012527	1274	1274	0
PgCP_00012520	867	867	0
PgCP_00012528	726	726	0
PgCP_00012529	2313	2313	0
PgCP_00012530	1207	1207	0
PgCP_00012531	2709	2709	0
PgCP_00012532	3334	3334	0
PgCP_00012533	1624	1624	0
PgCP_00012534	1408	1408	0
PgCP_00012535	2488	2488	0
PgCP_00012536	1063	1063	0
PgCP_00012537	2984	2984	0
PgCP_00012538	2169	2169	0
PgCP_00012539	1262	1262	0
PgCP_00012550	2392	2392	0
PgCP_00012543	2084	2084	0
PgCP_00012545	1898	1898	0
PgCP_00012551	1015	1015	0
PgCP_00012552	2684	2684	0
PgCP_00012548	1698	1698	0
PgCP_00012553	644	644	0
PgCP_00012562	856	856	0
PgCP_00012555	963	962	0
PgCP_00012556	2076	2076	0
PgCP_00012557	2429	2429	0
PgCP_00012558	1956	1956	0
PgCP_00012559	1969	1969	0
PgCP_00012560	1989	1989	0
PgCP_00012561	1910	1910	0
PgCP_00012554	1359	1359	0
PgCP_00012564	3232	3232	0
PgCP_00012567	1131	1131	0
PgCP_00012568	1207	1207	0
PgCP_00012563	3645	3645	0
PgCP_00012574	3595	3595	0
PgCP_00012575	3406	3406	0
PgCP_00012569	987	987	0
PgCP_00012570	1039	1039	0
PgCP_00012571	1498	1498	0
PgCP_00012572	730	730	0
PgCP_00012573	536	536	0
PgCP_00012576	549	549	0
PgCP_00012577	305	305	0
PgCP_00012578	317	317	0
PgCP_00012581	2121	2121	0
PgCP_00012582	3989	3989	0
PgCP_00012583	3394	3394	0
PgCP_00012596	2220	2220	0
PgCP_00012584	1642	1642	0
PgCP_00012597	860	860	0
PgCP_00012585	1051	1051	0
PgCP_00012586	680	680	0
PgCP_00012587	1287	1287	0
PgCP_00012588	2217	2216	0
PgCP_00012589	2958	2957	0
PgCP_00012593	4231	4230	0
PgCP_00012590	1644	1644	0
PgCP_00012591	2881	2881	0
PgCP_00012592	3393	3393	0
PgCP_00012594	928	928	0
PgCP_00012595	954	954	0
PgCP_00012598	4469	4468	0
PgCP_00012599	3246	3245	0
PgCP_00012600	525	525	0
PgCP_00012601	1019	1019	0
PgCP_00012602	1046	1046	0
PgCP_00012603	1544	1544	0
PgCP_00012604	2250	2250	0
PgCP_00012605	2276	2276	0
PgCP_00012606	2232	2232	0
PgCP_00012607	4014	4014	0
PgCP_00012608	718	718	0
PgCP_00012609	1797	1797	0
PgCP_00012610	1061	1061	0
PgCP_00012617	1656	1656	0
PgCP_00012611	1689	1689	0
PgCP_00012612	1902	1902	0
PgCP_00012613	1517	1517	0
PgCP_00012614	2515	2515	0
PgCP_00012615	961	961	0
PgCP_00012618	3363	3362	0
PgCP_00012619	1465	1465	0
PgCP_00012632	1163	1102	0
PgCP_00012628	2065	2065	0
PgCP_00012629	2124	2124	0
PgCP_00012630	2046	2046	0
PgCP_00012631	2065	2065	0
PgCP_00012634	1823	1823	0
PgCP_00012635	2381	2381	0
PgCP_00012636	1940	1940	0
PgCP_00012637	1821	1821	0
PgCP_00012638	1954	1954	0
PgCP_00012639	2324	2324	0
PgCP_00012640	1945	1945	0
PgCP_00012641	2012	2012	0
PgCP_00012642	1883	1883	0
PgCP_00012643	1936	1936	0
PgCP_00012644	2133	2133	0
PgCP_00012645	1856	1856	0
PgCP_00012646	2301	2301	0
PgCP_00012647	1748	1748	0
PgCP_00012648	2393	2393	0
PgCP_00012649	1862	1862	0
PgCP_00012650	1916	1916	0
PgCP_00012651	1737	1737	0
PgCP_00012652	1882	1882	0
PgCP_00012653	1744	1744	0
PgCP_00012654	1862	1862	0
PgCP_00012655	1918	1918	0
PgCP_00012656	2259	2259	0
PgCP_00012657	2498	2498	0
PgCP_00012658	1868	1868	0
PgCP_00012659	2369	2369	0
PgCP_00012660	1748	1748	0
PgCP_00012661	2256	2256	0
PgCP_00012662	1950	1950	0
PgCP_00012663	1799	1799	0
PgCP_00012664	2376	2376	0
PgCP_00012665	1840	1840	0
PgCP_00012666	2358	2358	0
PgCP_00012667	1674	1674	0
PgCP_00012668	1962	1962	0
PgCP_00012669	2561	2561	0
PgCP_00012670	2415	2415	0
PgCP_00012671	1120	1120	0
PgCP_00012672	2502	2502	0
PgCP_00012673	1452	1452	0
PgCP_00012674	1468	1468	0
PgCP_00012675	1320	1320	0
PgCP_00012677	968	968	0
PgCP_00012683	1648	1648	0
PgCP_00012678	2273	2273	0
PgCP_00012679	2977	2977	0
PgCP_00012676	1460	1460	0
PgCP_00012680	1302	1301	0
PgCP_00012681	1228	1227	0
PgCP_00012687	14351	14351	0
PgCP_00012688	1185	1185	0
PgCP_00012689	568	568	0
